Damon Henry,Founder and CEO,"Detroit, MI",KORTX
Dan Singer,CEO and Co-Founder,"New York, NY",Epiphany Systems
Dan Amiga,"Co-Founder, CTO",Israel,Island
Dan Branco,Chief Technology Officer,"Toronto, ON, Canada",GSI Solutions
Dan Turchin,Chief Executive Officer,"San Francisco, CA",PeopleReign
Dan Rasmussen,CTO,Massachusetts,CyberQ Technologies Inc.
Dan Frechtling,CEO,"Seattle, WA",Boltive
Dan Yerushalmi,CEO,"Tel Aviv-Yafo, Israel",AU10TIX
Dan Riskin,CEO,"Menlo Park, CA",Verantos
Dan Gaul,CTO,"Portland, OR",Digital Trends
Dan Smoot,President & CEO,"San Francisco, CA",Riverbed Technology
Dan Adika,CEO and Co-Founder,"Tel Aviv-Yafo, Israel",WalkMe
Dan Gamota,Vice President of Manufacturing and Innovation at Jabil Global Operations,"San Francisco, CA","Jabil, Inc."
Danae Vara Borrell,CPO & CoFounder at Gocleer,Spain,Gocleer
Dani Arnaout,Entrepreneur. Tech Speaker & Author. Forbes 30 Under 30.,"New York, NY",Abstract Layer
Dani Nadel,President and COO,"New York, NY",Feedvisor
Daniel Fallmann,"Founder, CEO","Chicago, IL",Mindbreeze
Daniel Sloan,CEO / Blockchain & AI Practice Manager,"Houston, TX",Future Tech
Daniel Langkilde,CEO & Co-Founder,"Gothenburg, Sweden",Kognic
Daniel Knauf,Chief Technology Officer,"Chicago, IL",Material+
Daniel Strauss,CEO,"Görlitz, Germany",InterNexum GmbH
Daniel Korogodski,Co-Founder/Managing Partner,"Barcelona, Spain",First Bridge
Daniel Anstandig,CEO and Founder,"Cleveland, OH",Futuri
Daniel Schwartz,President,"Spokane, WA",Design I.T. Solutions LLC
Daniel Riedel,SVP of Strategic Services,"San Francisco, CA",Copado
Daniel Lewis,Managing Director / CEO,"Birmingham, UK",Qmulus Solutions
Daniel Barber,CEO & Co-founder,"San Francisco, CA",DataGrail
Daniel Saunders,Chief Executive Officer,"London, UK",L Marks
Daniel Schiappa,Chief Product Officer,"Orlando, FL",Arctic Wolf
Daniel Leslie,Chief Technology Officer,"Las Vegas, NV",Bennie Health
Daniel Jue,CoFounder and CTO,"San Jose, CA",LiveFreely Inc
Daniel Jebaraj,CEO,"Raleigh, NC","Syncfusion, Inc."
Daniel Chong,CEO & Co-founder,"Las Vegas, NV",Harpie
Daniela Moody,CTO,"Monument, CO",Geosite
Danielle Royston,Telecom's Leading Public Cloud Evangelist,"Austin, TX",TelcoDR
Daniil Baturin,Co-Founder and Lead Architect,Ireland,VyOS
Danish Chopra,"Co-founder, CTO/COO","San Francisco, CA",Amenify Corporation
Danny Lopez,CEO,"London, UK",Glasswall
Danny Pehar,President and CEO,"Los Angeles, CA",Web Safe 101
Danny Fields,EVP and CTO,"Palo Alto, CA",Avalara
Danny Shader,Founder and CEO,"San Francisco, CA",PayNearMe
Danny Allan,CTO,"Boston, MA",Veeam Software
Dara Warn,CEO,"Boston, MA",INE
Daragh Mahon,EVP & Chief Information Officer,"Omaha, NE",Werner Enterprises
Darin Stahl,Distinguished Analyst & Research Fellow,"Ontario, Canada",Info-Tech Research Group.
Darla Lentz,CIO,"Houston, TX",Distribution International
Darren Shou,Chief Technology Officer,California,NortonLifeLock
Darren Guarnaccia,President,"Paradise Valley, AZ",Uniform DXCP
Darren Person,Chief Product & Technology Officer,"New York, NY",KyMaxTech
Daryl Friedman,Global President & CEO,"Washington, DC",CEDIA
Daryl Rolley,CEO,"Atlanta, GA",Medicat
Dat Phung,"Co-Founder, Executive Vice President","Los Angeles, CA",FPT Software
Dave Abel,President and CEO,"Dallas, TX",Aventiv Technologies
Dave Todaro,Chief Executive Officer,"Boston, MA",Ascendle
Dave Excell,Founder,United Kingdom,Featurespace
Dave Banerjea,CEO,"Phoenix, AZ",CyberMetrics Corporation
Dave Goldberg,CTO,"New York, NY",Contently
Dave Mariani,"Chief Strategy Officer, AtScale","San Mateo, CA",AtScale
Dave Merkel,"Co-founder and Chief Executive Officer, Expel","Herndon, VA 20170",Expel
Dave Friend,President and CEO,"Boston, MA",Wasabi Technologies
Dave Levy,"Vice President of U.S. Government, Nonprofit, and Healthcare","Arlington, VA",Amazon Web Services (AWS)
Dave Karp,Chief Strategy Officer,"Oklahoma City, OK",Comodo
Dave Rosen,CEO,"Austin, TX","Wimo Games, Inc."
Dave Mosley,CEO,"Fremont, CA",Seagate Technology
David Finkelstein,CEO/Co-Founder,"Miami, FL",BDEX
David Jones,"Vice President, Technology","New York, NY",IDA Ireland
David Marley,CEO,United Kingdom,Comply Exchange
David Raissipour,Chief Technology and Product Officer,"Lexington, MA",Mimecast
David Dozer,Co-Founder and CTO,"Houston, TX",Cadynce
David Lin,CEO,"Los Angeles, CA",Duffl
David Talby,Chief Technology Officer,"Seattle, WA",John Snow Labs
David Xing,Founder and CEO,"Dover, NJ",Plott
David Tal,CEO / Co-Founder,"San Diego, CA",Verse.io
David Rai,CEO,"London, UK",Sparta Global
"David Snow, Jr.",Chairman & CEO,"Greenwich, CT",Cedar Gate Technologies
David Canellos,SVP Cybersecurity Cradlepoint-Ericsson,"McLean, VA",Cradlepoint
David Flower,CEO & President,"Boston, MA","Volt Active Data, Inc."
David Tuck,"Group Chief Executive, Europe","Edinburgh, UK",Kin + Carta
David Bitton,CMO,"Miami Beach, FL",DoorLoop
David Cao,Co-founder & COO,"New York, NY",Null Studios
David Stephans,CEO,"Orlando, FL",Rootstock Software
David Henry,President and GM of Connected Home Products,"San Jose, CA",NETGEAR
David Campbell,Founder & CEO,"New York, NY",Tropic
David Ly,CEO + founder,"Mesa, AZ",Iveda
David Remy,CEO,"Seattle, WA",Event Store Ltd
David Joosten,"President and CEO, Vodafone US Inc.","New York, NY",Vodafone
David Pawlan,Co-Founder,"Chicago, IL",Aloa
David Williams,"Founder, Chairman and CEO","London, UK",Arqit Quantum Inc
David Roberts,President and CEO,"Scottsdale, AZ",Verra Mobility
David Xie,Chief Product Officer,"Los Angeles, CA",Zenlayer
David Stein,CEO & Co-Founder,"New York, NY",Ash
David Donatelli,CEO,"San Francisco, CA",Riverbed
David Monnier,"CIO, Chief Evangelist, and Fellow at Team Cymru","Orlando, FL",Team Cymru
David Lareau,Chief Executive Officer,"Chantilly, VA",Medicomp Systems
David Schiffer,CEO,"New York, NY",RevBits LLC
David Grant,Chief Executive Officer,"London, UK",Westcon-Comstor
David Subar,Founder/CEO,"Los Angeles, CA",Interna
David Lynch,Co-Founder & CEO,"Toronto, ON, Canada",Klir
David Bach,Founder and CEO,"San Diego, CA",PlatypusNeuro
David Jemmett,CEO,"Phoenix, AZ",Cerberus Sentinel
David Stapleton,Chief Information Security Officer,"Denver, CO",CyberGRX
David Yunger,CEO,"Bellevue, WA",Vaital
David Sides,"President, CEO and Board Member","New York, NY",NextGen Healthcare
David Gasparyan,President,"Glendale, CA",Phonexa
David Gu,CEO,"San Francisco, CA",Recall.ai
David Moradi,CEO,"Miami, FL",AudioEye
David Nguyen,CEO,Maryland,United Solutions
David Beiner,CEO and Co-Founder,"Los Angeles, CA",Hume
David MacLeod,VP Technology Delivery & CISO,"Denver, CO",Alignment Healthcare
David Cass,"Managing Director, CISO","New York, NY",GSR
David Levin,Chief Executive Officer,"Denver, CO",Poppulo (Formerly FWI | Poppulo)
David Stein,CEO,"Austin, TX","Babson Diagnostics, Inc."
David Wells,VP Product Management,"Austin, TX","Access eForms, LP"
David Helene,Founder & CEO,"New York, NY",Beam
David Carmiel,CEO,"Tel Aviv-Yafo, Israel",KELA
David Arnowitz,Co-Founder CEO/CTO,"San Francisco, CA",Arnowitz Culture Agency
David Francis,CEO,"Sydney NSW, Australia",Virtual Method
David William Silva,Chief Technology Officer,"Colorado Springs, CO",Algemetric
Davie Sweis,"Business Chief Digital Officer, Global Business Services at Bosch.","Chicago, IL",Bosch
Dax Grant,CEO,"London, UK",Global Transform
Dean Sysman,CEO,"New York, NY",Axonius
Dean Hager,CEO,"Minneapolis, MN",Jamf
Deba Sahoo,"SVP, Senior Product Executive","Boston, MA",Fidelity Investments
Debanjan Saha,Chief Executive Officer,"San Francisco, CA",DataRobot
Debasis Panda,Sr. Vice President and Head of GCC India,"Bengaluru, Karnataka, India",TransUnion Global Technology Center LLP
Debendra Mohanta,President and CEO,"Tokyo, Japan",Inaho Digital Solutions
Debo Ray,Co-founder & CEO,"Seattle, WA",DevZero
Deepa Sarojammal,Chief Executive Officer,India,Reflections Info Systems
Deepak Tiwari,CEO,"Augusta, GA",Sagenext Infotech LLC
Deepak Tiwari,Managing Director,"Atlanta, GA",Ernst & Young
Deepak Padgaonkar,Executive Vice President - Technology,"Chicago, IL",V3iT
Deepak Garg,CEO / Founder,"Irvine, CA",Smart Energy Water
Deepak Dutt,CTO/CEO,"Ottawa, ON, Canada",Zighra
Deepak Gupta,Global Head of Technology & Architecture,"Gurugram, Haryana, India",Airtel Africa
Deepak Gupta,Co-founder & CTO,"San Francisco, CA",LoginRadius
Deepesh Chandra,Chief Analytics Officer,"New York, NY",Bon Secours Mercy Health
Deepinder Singh Dhingra,Founder & CEO,India,RevSure.AI Inc.
Deidre Paknad,CEO and Co-Founder,California,Workboard Inc.
Delphine Groll,Co-Founder & COO,"Paris, France",NABLA
Demaris Mills,President,Iowa,Integrated DNA Technologies
Demed L'Her,Chief Technology Officer and Head of R&D,"Stockholm, Sweden",DigitalRoute
Denis Onuoha,Chief Information Security Officer,"London, UK",Arqiva LTD
Denis King,CEO,"Ottawa, ON, Canada",Solace
Denis Mandich,CTO,"New York, NY",Qrypt
Dennis Ellis,CEO,"Denver, CO",Zendrive
Dennis Dimka,CEO,"Austin, TX",Uptime Legal Systems
Denys Vorobyov,Founder and CEO,Portugal,EltexSoft
Deon Nicholas,CEO/Co-Founder,"San Francisco, CA",Forethought
Derek Slager,CTO & co-founder,"Seattle, WA",Amperity
Derek White,Chief Executive Officer,"Salt Lake City, UT",Galileo Financial Technologies
Derek Martinez,"Nat’l Director, Presales Systems Engineering","Dallas, TX",Konica Minolta
Derick Jose,Co-Founder & Chief Product Officer,"Houston, TX",Flutura Decision Sciences & Analytics
Derric Gilling,CEO,"San Francisco, CA",Moesif
Derrick Morton,CEO,"Seattle, WA",FlowPlay
Devaraj Southworth,CEO & Co-Founder,"New York, NY",Thirstie
Devin Nambiar,Senior Director and Head of Product Management,China,Electronic Arts (EA)
Devin Redmond,"Co-Founder & CEO, Theta Lake","Santa Barbara, CA",Theta Lake
Devrim Celal,CEO,"London, UK",KrakenFlex
Dewayne Hart,President,"Atlanta, GA",SEMAIS
Dhari AlAbdulhadi,CTO & Founder,"Kuwait City, Kuwait",Ubuy
Dharmarajan Sankara Subrahmanian,Founder & CEO,"Mumbai, Maharashtra, India",Impactsure Technologies Private Limited
Dharmesh Acharya,COO,"Ahmedabad, Gujarat, India",Radixweb
Dhrupad Trivedi,Chief Executive Officer,"San Jose, CA",A10 Networks
Diane Robinette,President and CEO,"Campbell, CA",Incisive Software Corporation
Diane Keng,CEO & Co-Founder,"San Francisco, CA",Breinify
Dick Wilkinson,Chief Technology Officer,"Albuquerque, NM",Proof Labs
Didem Un Ates,"VP, AI Strategy & Innovation","London, UK",Schneider Electric
Dilip Krishnan,Global Lead - Digital Transformation Practice,Singapore,Mastercard
Dima Spivak,COO Products,"Chicago, IL",StreamSets
Dima Kats,CEO & Founder,"London, UK",Clear Junction
Dimitri Shelest,"Founder, CEO","McLean, VA",OneRep
Dimitri Sirota,CEO,"New York, NY",BigID
Dimitri Dadiomov,CEO and Co-Founder,"San Francisco, CA",Modern Treasury
Dimitri Raziev,CEO & Co-Founder,"London, UK",Kolleno Limited
Dimitry Kudryavtsev,VP of Engineering,"Houston, TX",Cortex
Dinesh Subhraveti,Cloud Security,"San Francisco, CA",CrowdStrike
Dinesh Malkani,Founder & CEO,Singapore,Smarten Spaces
Dipesh Ranjan,"SVP/MD/CRO : SaaS,Cloud infra ,Networking & Cybersecurity business leader ; Group VP",Singapore,"Cyble, Inc."
Divyaditya Shrivastava,Founder and CEO,"Houston, TX",Paladin
Dizhe Su,CTO,"Los Angeles, CA",InDinero
Dmitri Tyles,"Senior Director, Engineering","Washington, DC",Deltek
Dmitri Lisitski,CEO & co-founder,"New York, NY",Influ2
Dmitrii Zotov,Founder and CTO,"Lithuania, 38403 Panevėžio r. sav., Lithuania",Affise
Dmitry Mishunin,CEO & Founder,"California City, CA",HashEx
Dmitry Dragilev,CEO & Founder,"New York, NY",TopicRanker.com
Dmitry Golitsyn,Co-founder / CTO,"San Francisco, CA",ABAGY
Dmitry Baraishuk,Chief Technology Officer (CTO),"Warsaw, Poland",Belitsoft
Dmytro Lazarchuk,Co-Founder,"Ternopil, Ternopil Oblast, Ukraine, 46002",Relokia
Dmytro Filatov,CEO & Founder,"San Francisco, CA",Aimech Technologies Corp. (DeepXhub.com)
Domantas Ciulde,Founder & CEO,"Kaunas, Kaunas City Municipality, Lithuania",iDenfy
Dominic David,Australia and New Zealand,Australia,Parasoft
Don Murray,President and Co-Founder,"Vancouver, BC, Canada",Safe Software Inc.
Don Lofstrom,President & General Manager,"Rochester, NY",Kodak Alaris
Don Schuerman,"Chief Technology Officer and VP, Marketing and Technology Strategy","Boston, MA",Pegasystems
Donato Montanari,"VP & GM, Machine Vision","Holtsville, NY",Zebra Technologies
Donna Conroy,CEO / Founder,"Allentown, NJ 08501","SciMar ONE, INC"
Donny Ramdathsingh,CEO,"Port of Spain, Trinidad and Tobago",Caribbean TECH TrendZ ltd
Dor Zvi,Co-Founder & CEO,"Chicago, IL",Red Access
Dor Eisner,Co-Founder & CEO,"Tel Aviv-Yafo, Israel",Guardz
Doron Aspitz,CEO,"Tel Aviv-Yafo, Israel",Verix
Doug Lodder,President,"Los Angeles, CA",TruConnect
Doug Kulka,CIO,Arkansas,Tyson Foods
Doug Leeby,Chief Executive Officer,"Jacksonville, FL",Beeline
Doug Lawson,Chief Executive Officer,"Aliso Viejo, CA",ThinkIQ
Douglas Murray,CEO,"San Jose, CA",Auvik
Douglas Edwards,President & COO,"Provo, UT",Smarty
Dr Pramod Kumar,Director of Research & Innovation,Abu Dhabi - United Arab Emirates,QuantLase Laboratory
Dr. Fene Osakwe,Cybersecurity Advisor,"London, UK",Fene Osakwe
Dr. Jeremy Nunn,"Founder, CEO","Perth WA, Australia",Workmetrics
Dr. John Fan,Founder & Chairman of Kopin Corporation,"Brookline, MA",Kopin Corporation
Dr. Obadare Peter Adewale,"Co-Founder and Director of Cybersecurity, Governance, Risk and Compliance","Lagos, Nigeria",Digital Encode Limited
Dr. Samuel Mbonu,Group Chief Information Officer,Africa,Tangerine Africa
Dr. Shay Bahramirad,Vice President of Smart Grid and Engineering,"Chicago, IL",Commonwealth Edison
Drew Titmarsh,CEO & Co-founder,California,Dynomics
Dror Liwer,"Co-founder, Chief Marketing Officer of Coro","New York, NY",Coro
Duncan Greatwood,Executive Chair,"Mountain View, CA",Xage Security
Dushyant Savadia,Founder & CEO,"Miami, FL",Amber Group Limited
Dustin Henderlong,"Vice President, Product","Oak Park, IL",Threadless
Dustin Verdin,Executive Director of Business Innovation,"Columbus, OH",Zipline Logistics
Dustin Radtke,Chief Technology Officer,"Atlanta, GA",OnSolve
Dutt Kalluri,Chief Digital Officer,"Hillsborough Township, NJ",Celsior Technologies
Dwarika Patro,Founder,"London, UK",Aays
Dwayne Dever,Vice President & Chief Information Officer,"Kansas City, MO",The Scarbrough Group
Dwi Sutandar,CEO/President,"Seattle, WA",Aeoncharge
Dylan Barrell,CTO,"Detroit, MI","Deque Systems, Inc."
Dyma Budorin,"CEO, Co-founder","Lisbon, Portugal",Hacken
Ed Fox,"CTO, MetTel","New York, NY",MetTel
Ed Laczynski,CEO,"New York, NY",Backlight
Ed Macosky,Chief Product Officer,"San Francisco, CA",Boomi
Ed Donner,Co-Founder and CTO,"New York, NY",Nebula
Ed Gaudet,CEO and Founder,"Boston, MA",Censinet
Ed Adams,President & CEO,"Boston, MA",Security Innovation
Ed Wallen,CEO,"Washington, DC",C&R Software
Ed Leavens,CEO,"Toronto, ON, Canada",DataStealth.io
Edan Evantal,CTO,"Petah Tikva, Israel",Quali
Edgar Escobar,CTO,"Miami, FL",Grupo ALTO
Edik Mitelman,General Manager Privacy Cloud,Israel,AppsFlyer
Edmund Zagorin,Founder & CEO,"San Francisco, CA",Arkestro
Eduardo Abeliuk,Founder and CEO,"Miami, FL",TeselaGen
Eduardo Balseiros Villas-Boas,Chief Digital and Information Officer & Board Member for Iberia | Italy | Latin America,Spain,Majorel
Edward Rothberg,Co-founder and CEO,"Portland, OR",Gurobi Optimization
Edward Peters,Chief Innovation Officer,"Dallas, TX",Panzura
Edward Lennon,CEO,"Boston, MA","Votacall, Inc."
Edwige Robinson,"Senior Vice President, Network Engineering Operations & Transformation","Downers Grove, IL",T-Mobile
Edwin Huertas,CTO,"Richmond, VA",Shockoe | Mobile by Design
Eilon Reshef,Co-founder and Chief Product Officer,"Tel Aviv-Yafo, Israel",Gong.io
Ekim Saribardak,CTO,United Kingdom,Rewire Security
Elad Inbar,CEO,"Dallas, TX",RobotLAB Inc
Elad Schaffer,Co-Founder & CEO,Israel,Faye
Elaine Montilla,Chief Technology Officer,"New York, NY",Pearson
Eldad Postan-Koren,CEO,"Tel Aviv-Yafo, Israel",Winn.ai
Eleanor Lightbody (neé Weaver),CEO,"London, UK",Luminance
Eli Ben-Joseph,CEO,"Los Angeles, CA",Regard
Eli Ben-Sasson,President and Co-Founder,Israel,StarkWare Industries
Eli Skenandore,Chief Technology Officer,"Los Angeles, CA",Fount
Eli David,CTO AI,Israel,Nano Dimension
Eli Israelov,Co-Founder,Israel,CommBox
Elia Wallen,Founder & CEO,"Denver, CO",Hotel Engine
Elik Eizenberg,CTO and Co-founder,"Albany, NY",BigPanda
Eliott Jones,CEO and co-founder of Biospectal,"San Francisco, CA",Biospectal
Eliott Teissonniere,CTO,"San Francisco, CA",Nodle
Eliron Ekstein,Co-Founder & CEO at Ravin.ai,"Haifa, Israel",Ravin AI Limited
Elise Carmichael,Chief Technology Officer,"Gainesville, FL",Lakeside Software
Elizabeth Duffy,Principal Product Marketing Manager,"Denver, CO",Astraea
Elliot Goykhman,Founder & CEO,"New York, NY",ZELF
Elliott Wilkes,CTO and Co-Founder,"London, UK",Advanced Cyber Defence Systems
Ellison Anne Williams,"CEO, Founder","Fulton, MD",Enveil
Elodie Bouneau,"Senior Director, EQ Bank","Toronto, Canada",EQ Bank
Emad Hasan,CEO and Cofounder,"Los Angeles, CA",Retina AI
Emanuel Pirker,Founder & CEO,"San Francisco, CA",Stratodesk
Emiliano Kargieman,CEO,"Barcelona, Spain",Satellogic
Emilien Sanchez,CEO & Co-Founder,"Paris, France",Whaly
Emilien Coquard,CEO & Co-Founder,"London, UK",The Scalers
Emily Roberts,"Senior Vice President, Enterprise Consumer Product","Seattle, WA",Capital One
Emin Tatosian,Co-founder & CTO,"Nashville, TN",FX HedgePool
Emmanuel Ramos,Chief Solutions Officer,"Tampa, FL",OZ Digital Consulting
Emmanuel Adu,CEO,"New York, NY",Eretmis Inc.
Eoin Hinchy,Founder,Ireland,Tines
Eoin Keary,CEO/Founder,"Dublin, Ireland",Edgescan
Erdem Erkul,Founder & Chairman,"İstanbul, Türkiye",Cerebrum Tech
Erez Meltzer,CEO & Board Member,"Neve Ilan, Israel",Nanox
Eric Weber,CXO,"Ontario, Canada",Prolific Interactive
Eric Hoffman,President,"Oakdale, MN 55128",Datastream Connexion
Eric Almond,CTO,"Atlanta, GA",Gearco - True Extended Stay
Eric Updyke,Chief Executive Officer,"New York, NY",Spirent Communications
Eric S. Yuan,Founder & CEO,"San Francisco, CA",Zoom Video Communications
Eric Giesecke,Chief Executive Officer,"Newport Beach, CA",Planet DDS
Eric Tomah,CIO,"Boston, MA",Network Coverage
Eric Leaver,CEO,"Knoxville, TN",PracticeTek
Eric Braun,Entrepreneurial Leader / Chief Innovator,"Boston, MA",Velocity Innovation
Eric Loeb,"Executive Vice President, Government Affairs","San Francisco, CA",Salesforce
Eric Futoran,CEO,California,Embrace
Eric Olden,CEO,"Boulder, CO",Strata Identity
Eric Helmer,CTO,"Dallas, TX",Rimini Street
Eric Elfman,Co-Founder & CEO,"Houston, TX",Onit
Eric Grosse,President,"San Francisco, CA",Suki
Eric Wilson,Chief Technology Officer,"Los Angeles, CA",Press Ganey
Eric Velte,Chief Technology Officer,"Philadelphia, PA",ASRC Federal
Eric Bednash,CEO,"Washington, DC",Racktop Systems
Eric Cole,Founder & CEO,"Washington, DC",Secure Anchor Consulting
Eric Clark,Chief Digital & Strategy Officer,"Dallas, TX",NTT DATA Services
Eric Laughlin,CEO,"Seattle, WA",Agiloft
Eric Jones,Founder and CEO,"Austin, TX",Enthought Inc.
Eric Johnson,CEO,"San Francisco, CA",SurveyMonkey
Erik Aasberg,CTO,"Oslo, Norway",eSmart Systems
Erik Kostelnik,Founder/CEO,"Santa Barbara, CA","Postal.io, Inc."
Erik Rind,CEO / Founder,"Washington, DC",ImagineBC Inc
Erik Bakstad,CEO & Co-founder,"Oslo, Norway",Ardoq
Erika Voss,Vice President - Engineering Platforms,"Seattle, WA",Capital One Software
Erin Tavgac,CEO,"New York, NY",Redbird
Erkang Zheng,Founder and CEO,North Carolina,JupiterOne
Ernie Bray,Chairman & CEO,"San Diego, CA",AutoClaims Direct Inc. (ACD)
Errette Dunn,Co-Founder & CEO,"San Francisco, CA",Rever
Errol Gardner,EY Global Vice Chair – Consulting,"London, UK",EY
Erwan Keraudy,CEO & Co-founder,"New York, NY",CybelAngel
Esha Manideep Dinne,Co-Founder,"San Francisco, CA",Giga ML
Etai Beck,CEO,"San Mateo, CA",Folloze
Etay Maor,Senior Director Security Strategy,"Boston, MA",Cato Networks
Ethan Gillani,Chief Technology Officer,"Chicago, IL",Micro-Tech U.S.A.
Ethan Davidoff,CEO and Founder,"Seattle, WA",Atlas Health
Ethan Kellough,Co-Founder and Chief Product Technology Officer,"Vancouver, Canada",Highlight
Eugene Xiong,Founder & Chairman of the Board,"Fremont, CA","Foxit Software, Inc"
Eugene Sayan,CEO,"New York, NY",Softheon
Ev Kontsevoy,CEO & Co-Founder,"San Francisco, CA",Teleport
Eva Pittas,Founder & COO,"New York, NY",Thoropass
Evan Powell,Co-Founder,"Boston, MA",Reprise
Evan Smith,CEO and Co-Founder,"New York, NY",Altana Technologies
Evan Kaplan,CEO,"San Francisco, CA",InfluxData
Everett Bates,Chief Information Security Officer,Texas,EverView
Evgeny Likhoded,Founder & CEO,United Kingdom,Clausematch
Evgeny Popov,"EVP, GM International","New York, NY",Verve Group
Evgeny Kayumov,Co-Founder,"London, UK",SOAX Ltd.
Evgeny Grigul,Co-Founder,"Vilnius, Vilnius City Municipality, Lithuania",Virto Commerce
Eyal Benishti,CEO and Founder,"Atlanta, GA",IRONSCALES
Fabio Moioli,Executive Search & Leadership Advisory Services,"Milan, Metropolitan City of Milan, Italy",Spencer Stuart
Fabio Gratton,Chief Experience Officer,California,THREAD Research
Fabio Belloni,"Co-Founder, Chief Growth Officer","Espoo, Finland",Quuppa
Fabio Caversan,Vice President of Digital Business and Innovation,"Detroit, MI",Stefanini Group
Fabrice Haiat,CEO and co-founder,"New York, NY",YOOBIC
Fabrizio Blanco,Chief Technology Officer,"Irvine, CA",Viant
Fahad Kabir,CEO,"Toronto, ON, Canada",IAMConcepts Security Solutions Inc.
Faisal Hussain,CEO,"New York, NY",Synechron
Faisal Jameel,Chief Technology Officer,"Newark, NJ",NJ TRANSIT
Faisal Bhutto,SVP of Cloud and Cybersecurity,"Houston, TX",Calian
Faisal Fareed,Principal Solutions Architect,"Plainsboro Township, NJ",Amazon Web Services
Faisal Shah,"Co-Founder, CEO","Boise City, ID",AppDetex
Fang Cheng,CEO and Co-Founder,"San Francisco, CA",Linc Global
Fara Haron,Regional CEO & EVP Global Clients,"Petaling Jaya, Selangor, Malaysia",Majorel
Fardad Zabetian,CEO/Founder,"New York, NY",KUDO
Farhan Masood,President and CTO,"Greensboro, NC",Soloinsight Inc
Favour Femi-Oyewole,Group Chief Information Security Officer,"Lagos, Nigeria",Access Bank Plc
Fay Arjomandi,Jaylah the fixer (aka Founder & CEO),"Oakland, CA","mimik technology, Inc."
Federico Menna,Chief Executive Officer,"Brussels, Belgium",EIT Digital
Federico Sendra,CEO & Co-founder,"Montevideo, Montevideo Department, Uruguay",SpaceDev
Fehzan Ali,Co-Founder and Chair of the Board,"Austin, TX",Adscend Media
Felipe Fernandes,CEO,"Austin, TX",Pi Tech
Felipe Cornejo,CEO,"Miami, FL",Devsu LLC
Fernando Gutierrez,CEO,"Houston, TX",Tachyus Corp.
Feroz Sheikh,Head of Strategic Sourcing & Supplier Management,Switzerland,Syngenta
Feroz Merchhiya,CIO and Board Member,"Los Angeles, CA","City of Glendale, Arizona"
Fidelis Chibueze,Co-Founder,"New York, NY",Fixtops Technology
Filip Dvorak,Founder / CEO,"New York, NY",Filuta AI
Flint Brenton,CEO,"Palo Alto, CA",Syntellis Performance Solutions
Florent Bouguin,Chief Technology Officer,"Québec City, QC, Canada",Optel Group
Florin Rotar,Chief Technology Officer,"Seattle, WA",Avanade Inc
Fran Rosch,CEO,"San Francisco, CA",ForgeRock
Francesca Carlesi,Founder and CEO,"London, UK",Molo
Francesco Iorio,CEO,"Toronto, ON, Canada",Augmenta
Francis Dinha,CEO,"Pleasanton, CA",OpenVPN
Francisco Diazluna,CIO,"Wheaton, IL",Producer’s National
Francisco Almada Lobo,CEO,Portugal,Critical Manufacturing
Frank Jonas,Director Cyber Security Operations,"London, UK",JNJ Consumer Health | Former FBI | Marine Corps Veteran | MIT MBA | UPenn MSE @ Computer Science
Frank Chan,"President, Patient Monitoring","Boulder, CO",Medtronic
Frank Fawzi,CEO,"Dania Beach, FL",IntelePeer
Frank McGillin,Chief Executive Officer,"Boston, MA",The Clinic By Cleveland Clinic
Fred Koopmans,Chief Product Officer,California,BigPanda
Fred Kneip,President,"Denver, CO",ProcessUnity
Fred Voccola,CEO,"Miami, FL",Kaseya
Fred Burton,Executive Director of Protective Intelligence,"Austin, TX",Ontic
Frederic Laluyaux,President and CEO,"San Francisco, CA",Aera Technology
Frederick Kauber,Chief Product & Technology Officer,"New York, NY",CAIS Group
Fredrik Nilsson,Vice President of the Americas,"Chelmsford, MA",Axis Communications
Froilan Mendoza,Founder & Chief Technology Officer,"New York, NY",Fulcrum Solutions
Funmipe “VF” Olofinlade,Executive | Information Security | Investor,"Montreal, QC, Canada",Zone
G Scott Paterson,"Co-Founder, Executive Chairman","Toronto, Canada",FutureVault Inc.
Gabby Wong,CEO,"Washington, DC",FranConnect
Gabriel Olokunwolu,Chief Executive Officer,"Dallas, TX",Techchak
Gabriel Catropa,CTO Cybersecurity,Brazil,IBM
Gabriel Saruhashi,Founder/CEO,"San Diego, CA",Emerge Career
Gabriel Rene,Cofounder & CEO,"Los Angeles, CA",VERSES
Gadi Shamia,CEO,"San Francisco, CA",Replicant
Gagandeep Arora,Founder & President: Vertex Group,India,Vertex Global Services
Gail Peace,Founder and CEO,"Nashville, TN","Ludi, Inc."
Gal Ringel,Co-Founder & CEO,Israel,Mine
Gal Rimon,Founder and CEO,Israel,Centrical
Galina Antova,Co-Founder,"Los Angeles, CA",Claroty
Dr. Ganesh Sundaram,CEO,"New York, NY",Alef Innovations
Ganesh Kirti,Founder & CEO,"San Jose, CA",TrustLogix
Garik Khachanyan,Founder and CEO,"Yerevan, Armenia",Rocket Systems
Garima Kapoor,Co-Founder and COO,"San Francisco, CA",MinIO
Garland Straub,"Sr. Director,IT Infrastructure, Architecture and Strategy","Louisville, KY","Yum! Brands, Inc"
Garrett Silver,CEO,"Seattle, WA",Critical Insight
